"Reservoir_name","Basin","Subbasin","Agency_name","Date","Year","Month","Full_reservoir_level","Live_capacity_FRL","Storage","Level"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-12","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-13","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-14","2022","11","141.5","8.15E-6","0.00814","141.5"
"Baldeva","Tapi Basin","Tapi Lower","Gujarat","2022-11-15","2022","11","141.5","8.15E-6","0.00809","141.47"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-01","2022","11","42.65","7.67E-6","0.00284","40.5"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-02","2022","11","42.65","7.67E-6","0.00284","40.5"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-03","2022","11","42.65","7.67E-6","0.00284","40.5"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-04","2022","11","42.65","7.67E-6","0.00284","40.5"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-05","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-06","2022","11","42.65","7.67E-6","NA","NA"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-07","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-08","2022","11","42.65","7.67E-6","NA","NA"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-09","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-10","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-11","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-12","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-13","2022","11","42.65","7.67E-6","NA","NA"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-14","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bangawadi","West flowing rivers of Kutch and Saurashtra including Luni Basin","Drainage of Rann","Gujarat","2022-11-15","2022","11","42.65","7.67E-6","0.0027","40.4"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-01","2022","11","16.25","6.68E-6","0.00609","16.12"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-02","2022","11","16.25","6.68E-6","0.00604","16.11"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-03","2022","11","16.25","6.68E-6","0.00604","16.11"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-04","2022","11","16.25","6.68E-6","0.006","16.1"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-05","2022","11","16.25","6.68E-6","0.006","16.1"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-06","2022","11","16.25","6.68E-6","NA","NA"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-07","2022","11","16.25","6.68E-6","0.00596","16.09"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-08","2022","11","16.25","6.68E-6","NA","NA"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-09","2022","11","16.25","6.68E-6","0.00589","16.07"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-10","2022","11","16.25","6.68E-6","0.00585","16.06"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-11","2022","11","16.25","6.68E-6","0.00581","16.05"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-12","2022","11","16.25","6.68E-6","0.00578","16.04"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-13","2022","11","16.25","6.68E-6","0.00574","16.03"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-14","2022","11","16.25","6.68E-6","0.0057","16.02"
"Bantva-Kharo","West flowing rivers of Kutch and Saurashtra including Luni Basin","Bhadar and other west flowing rivers","Gujarat","2022-11-15","2022","11","16.25","6.68E-6","0.00566","16.01"
